OriginalLabel,PredictedLabel,Std,Text
1,1,0.2704103887081146,"174/55 M 늘 사진만 보고 이쁘다고만 생각하고 구매하기까지 많은 고민과 망설임이 있었어요..😢 그런데 그 끝은 정말 기대 이상이네요! 이 가격에 재질, 두께감, 핏 뭣하나 아쉬움 없는 코트입니다!! 그리구 너무 이뻐요 ㅠㅠ 여러분들은 구매하지 마세요.. 저만 입구 다니게요 🤣 그럼에도 구매 원하신다면 후회 없으실 듯 합니다~! 강추요~! 이너 아무거나 입은건데도 스타일링 이쁘게 되는걸 보니 대만족입니다~! ㅎㅎ"
0,0,0.2689082026481628,기사분이넘 친절하시고 다른전자제품도 한번씩점검해주셔서 감사했어요
2,2,0.2688023746013641,"낱개로 포장되어있어서 위생적인것같아요! 사이즈도 저희 강아지가 먹기에는 딱이였어요! 
여러 장점 중에서 저희 강아지 기호도에 제격이였다는 점! 아무리 좋다고해도 먹지 않으면 아무 소용이 없잖아요:)"
1,1,0.2687653005123138,"너무 핏이 좋아서 또 사고 싶네요
이쁘게 잘 입겠습니다."
1,1,0.2685238420963287,빠른 배송에 설치도 꼼꼼하게 해 주셨네요~만족스럽습니다.
2,2,0.2684445977210998,"역시 믿고먹는 김의준고구마
사실 작년에 밤고구마가 너무 늦게나오고 맛도 살짝 실망했었는데 밤고구마 나오기 전에 꿀밤 시켰는데..역시!완전 달고 밤고구마맹키로 퍽퍽하고 완벽합니다.
말해뭐해 재주문고고"
1,1,0.2684159278869629,빠르게 설치했어요  망가진 안방티비를 일주일 보고 있었는데 도무지 안되겠어어 여기저기 보고 삼성 매장가서 살까 하다 조금 저렴 하게산거 같아서 좋습니다.
0,0,0.2681908905506134,빠른 배송.구김도 없고 질감도 좋고 빗도 적당.아주 좋습니다^^
0,1,0.2679000198841095,화질좋고 화면이 커지니 작은 글씨도 잘보여서 구매하길 잘했다 생각합니다
1,1,0.2678694128990173,"어떤분께서 이 마스크 번창하셔서 계속 만들어달라던 평을 읽었었는데요..저도 찐으로 같은 마음입니다.여러가지를 사용해 봤는데, 정말 이 마스크는 착용감좋아 귀도 아프지않고,말할때 자꾸 끄집어 올려야하지 않고,입김 따라 들락날락 안하고,안경에 김도 안 서리고,최최최고입니다."
0,1,0.2675213813781738,생각보다 사이즈가 크긴한데 디자인은 사진에 나와있는거랑 같아요
1,1,0.2674802243709564,가격대비 품질도 우수하고 배송도 넘빨라 매우 만족 스럽다.
2,2,0.2674048542976379,여행갔다올때 도움이 되었어요 한번에 쭉 빠지지않고 천천히나오더라고요 특히나 테라스에 둔 유칼립투스에 꽂아둔게 좋더라고요 물 조금만 말려서 잎 살짝이라도 마르는 순간 후두두둑 … 얘덕에 이번해는 그럴일이 없었어요
1,1,0.2671636641025543,굉장히 좋은기억으로 남네요.  다음달에 또구매할게요
2,2,0.2668030560016632,"아가들 관절을 생각해서 챙겨먹이려고 주문했는데 개별포장이 되어서 깔끔하고 좋아요, 거부감없이 곧잘 먹어주네요!
꾸준하게 챙겨먹여야겠어요 ㅎㅎ
패키지도 고급스러워서 선물용으로도 좋을것 같아요!"
1,1,0.266796737909317,할아버지께서 최근에 스마트폰으로 유튜브를 많이 보시길래편하게 보시라고 선물로 드렸는데매우 좋아하십니다.유튜브 보기에 매우 편하고 좋네요!역시 효도 선물은 삼성!
1,1,0.2667864561080932,좀 써봐야 알겠지요 우선은 가격대비 아주 쓸만합니다
1,1,0.2665722668170929,"부모님 댁에 선물해 드렸어요.
좋아하세요~"
1,1,0.2662264704704284,좋은제품 저렴하게 구입 했습니다  배송은 너무 느렸어요
1,1,0.2659474313259125,옷 싸이즈가 조금 큰거 같네요 오버핏으로 입어야 할것같아요
1,1,0.2656725347042084,저렴하게 쌌는데 어머님이 톡을 잘못 보시는 바람에 배송이 늦었다네요
1,1,0.2654450237751007,맘에 드는 상품이라 매번 구매해서 사용중이에요..그런데 프리스타일10매 주신다고 적혀 있었는데 안보내주셨어요..공짜 바란건 아니었징산 주신다니 어떤 제품인지 궁금하고 기다렸는데 안와서 실망..그래서 별하나 뺏습니다.
2,2,0.2653176486492157,8세 여아 사이즈 찰떡이네요. 컬러감 예쁜 새부리형 KF94로 찾기도 힘든데..어쩜 딱 맘에 들어요. 개별포장 되어있어 휴대하기도 편하고 마스크 유목민이었는데 이걸로 정착해야겠어요.
2,2,0.2652652561664581,딸 아이가 예쁘다고 해서 사줬는데  예뻐요9살 아이가 하기엔 줄이랑 조금 크긴 하지만 그래도 끈 묶고 씌워주면 되니 저는 만족 합니다 재구매 의향 있고 마스크에 KF94 찍혀 있고 날개 모양도 너무 귀염뽀작 입니다
1,1,0.2651666104793548,더워서 못입고 있다가 이제 슬슬 입어야겠어요 사이즈가 좀 커요
1,1,0.2650663554668426,배송도 빠르고 좋아요!!!
1,1,0.2648966014385223,주문 3일차에 설치완료되었네요.무난하게 좋은 제품입니다
1,1,0.2648888528347015,이뻐요 ..아직 입고 나간적은없는데걸쳐보니 미쳤네요계속 살까말까 고민했는데 브라운도 사고싶음
1,1,0.2645137906074524,"봄, 가을용 코트로 입기 좋습니다. 소재도 좋고, 핏도 맘에 드네요."
1,1,0.2643962204456329,배송도빠르고 설치도 꼼꼼하고이가격에 이정도화질에 크기까지 만족해요
1,1,0.2640133798122406,잘 쓰고있어요고장없이~어머님사드렸지만 조카들이 더 많이보긴합니다 ㅎㅎ두께가 생각보단 있지만 얇은 편이긴하죠~~화질도 좋구요 싸게 잘 구입했어요^^
1,1,0.2638854086399078,"여성. 넓은 얼굴. 제일편한 마스크.새부리형 마스크 중에서 제일 큰게 아닐까 싶습니다! 제 얼굴이 큰편이라 왠만한 마스크는 다 작더라구요ㅠㅠ 근데 이건 진짜 커서 너무 편해요 ! 그리고 정말 얇아요 여름에도 쓰기 편해요유명한것들 미0마스크, 조정석이 광고하는거 등등 다 써봤는데 이게 짱이에요 그래서 한번에 100개 파는거 저한텐 너무 좋아요 ! 다 떨어지면 또 살게요 !"
1,1,0.2636359930038452,"화질, 음질, 스마트기능 등 모든 기능이 최고네요. 배송도 정말 빨랐고 좋았습니다."
1,1,0.2636217176914215,오버사이즈말고 정사이즈로 사면 딱 이쁜 핏나오네요.시즌오프 가격이라 싸게 산것같습니다.
1,1,0.2635209262371063,남자친구 키가 183에 87kg인데 진짜 사이즈딱이에요!! 비슷한 체형이시면 L 사시면 될거같아요!팔 길이 길다는 후기 많이 봤는데 팔 길이도 딱 좋았어요! 퀄리티도 진짜 좋아요!엄청 마음에 들어해서 기분이 좋네요ㅠㅠ많이 파세요!!!!
1,1,0.2630529403686523,백화점에서 50%세일하길래 저렴하다고 샀는데 인터넷 보니 더 저렴해서 반품하고 샀어요횡재한 느낌입니다핏도 좋아요
1,1,0.2630379796028137,봄맞이 기념으로 새로 샀습니다. 잘 입을게요.
1,1,0.2627164125442505,디자인은 괜찮은데...마감이 엉성하네요... 실밥등^^;그리고 정치수보다 한치수 크게 주문해야해요
1,1,0.2624211311340332,천사마스크 타사이트쿠X 에서 매번 사용했어요 아이랑 저랑 여기꺼 사이즈 좋아서 사용하거든요 근데 아이껀 색상이 다양하게 안떠서 찾아보니 여기 노랑색판매중이길래 두박스샀네요 아이써보니 기존흰색보다 좀크네요 코부분이 계속 떠서 펴줬는데 흰색이 좀더 타이트했어요ㅎ 색상이쁘니 만족해요 ㅎㅎ
1,1,0.2619938254356384,얼굴이 큰 저에게 아주만족스러운 마스크입니다. 코로나가 심해져서 kf94는 필요한데 기존에는 편안하지않아서 일반마스크를 써서 이제 어떻게하나하던무렵 그냥 사보았는데 완전 좋아서 주변에도 좋다고 자랑하고 있습니다. 많이 파시고 번창하세요^^
2,2,0.2615304887294769,디자인 색상 다 예쁘고~ 아이들도 너무 좋아해요.사이즈는 6세7세 여아인데 많이크네요.7세도 크지만 6세는 귀끈 묶어주고 하면 얼굴을 거의 다 가리는거 같아요.초등 저학년 넉넉히 맞을거 같아요
1,1,0.2613309621810913,"TV구매 했어요~
55인치 보다 65인치로
교체했는데 좋아요.
75인치 했어도 괜찮았을뻔했어요.^^"
1,1,0.2612828314304352,적당히 이쁜 코트에요 향후 몇년 봄 가을에  입으면 좋을 것 같아요
1,1,0.2611643970012665,"마스크 이것저것 사용하다가 정착했어요너무 좋아요두께도 적당하고 너무 두껍지도 얇지도 않아요.여름이 시작되었는데 숨쉬기도 편하구요.다른 마스크 사용하면 피부가 간지러울 정도로 예민한 피부인데이 마스크는 좋은게 피부가 간지럽지가 않더라구요.또, 마스크 하루종일 쓰면 마스크 보풀이 일어난다고 해야하나 그런 느낌이 있었는데 이 마스크는 그런게 없네요특유의 냄새도 없구요.잘 사용하고 있어서 다쓰고 신랑 아이디로 또 구매했어요좋은 제품 오래 팔아주세요 항상 구입해서 사용할게요^^"
2,2,0.2608356475830078,배송은 생각보다 빨리 왔어요. . 화질은 UHD로 본다며 아마 만족스러울것 같아요..  단지 주문하고 나서 줄곳 가격이 내려서.. 기분이 썩  좋지는 못하지만 내린 가격에 사는 분들은 가격대비 만족할듯
1,1,0.2607938051223755,"배송이 지연되어 아쉽지만
한달만에 설치완료"
0,0,0.2607643902301788,배송이 빠르고 상품이 좋습니다
1,1,0.2606427371501922,5일에 주문했는데 원래 15일에 배송을 좀 늦춰서 18일 설치요즘 공급부족 물량부족이라고 해서 한달정도는 기다리겠거니했는데 생각보다 빨랐네요 품질이야 LG 니까 뭐 말이 필요 하겠습니까설치 기사분 스케쥴 조율 잘 해주시고 너무 딱 맞는장에 밀어 넣으시느라 정말 고생 해 주셨어요친절하고 정확한 설치 넘넘 감사해요!!!!! 가전은 무조건 LG 살껍니다 ㅋㅋ
1,1,0.2605739235877991,가격대비 좋아요.배송도 겁나빠릅니다
1,1,0.2604442536830902,티비 만족해요 ! 원하는 배송일정 다 맞춰주시고 ! 좋아요
1,1,0.2604057490825653,색이 화면하고 같습니다. 멋내기로 입기입한거같네요
0,0,0.2603318095207214,너무 편하고 좋아요 ㅎㅎ
1,1,0.2600452899932861,가격 대비 괜찮은 것 같기도 아닌것 같기도 한 애매한 느낌
1,1,0.2597133219242096,생각보다 길이감이 좀 있네요 클래식한 코트고 고급스러워보입니다
2,2,0.2596773207187652,그레이로 주문했는데 주문서 제대로확인도 안해서 흰색받았네요... 아이랑 합의해서 쓰고 있지만 잘못보낸부분에 대해서는 어떠한 말도없고 기분나빳어요... 저뿐만아니라 다른주문서도  확인잘해배송해주길 바랍니다
1,1,0.2595832645893097,크기도 적당하고 계속 이 제품만 사용중인데~ 중간에 다른거 착용하면 확실히 이 제품이 좋은지 알겠더라구요~ 다 쓰면 재구매 할 예정 입니다~
1,1,0.2592974007129669,4K 스마트 티비라서 화질도 뚜렸하고 컨텐츠 이용시에도 매우 유용하고 좋습니다 이 가격에 대기업 티비를 쓸 수 있다는게 최고의 가성비네요
2,2,0.2590772807598114,전에 구매해서 먹었는데 배송은 느렸지만 맛있어서 재구매했어요 이번에 배송도 빠르고 햇고구마인게 느껴지게 상품 신선하고 맛은 여전이 좋고 크기도 좋고 다 마음에 들어요 다먹으면 또 구매할께요~^^
1,1,0.2590093910694122,구매하자마자 여름이 와서 별로 입진 않는것 같지만 품질 좋아요 가을에 잘 입을게요
2,2,0.2589863538742065,"큰거, 작은거 하나씩 샀는데 크기 완전 대박이요 ㅋㅋㅋ
둘다 가방속에 쏙 들어가고 성분도 괜찮고 요즘같이 더운날에 중간중간 꺼내서 발라주면 너무 좋을꺼 같아요 ㅎㅎ 재구매 의사있숩니다 ㅎㅎ"
0,1,0.2588224709033966,남친이랑 같이 입으려고 샀어요
1,1,0.2587838172912597,"본집에부모님 선물로 보내드렸어요
가격도착하고 화면도 깨끗해요"
1,1,0.2586551606655121,주문한지 2일만에  설치받았어요 신속하고 넘넘 친절해요 엘지전자 최고예요
1,2,0.2586300373077392,"화질 매우 화면 선명하고, 두께도 얇아 65인치도 충분히 좋네요.티비사운드도 좋습니다! 역시 믿고사는 삼성TV네요!설치기사님들도 매우 친절하게 잘 살치 주셨습니다."
0,0,0.2585841715335846,"맞춤 옷 같습니다 ㅋ
너무 잘 맞고 옷감도 조으네요"
2,2,0.2585769295692444,"상품에 대한 설명은 구매 페이지, 구매 후 문자, 제품 상자에 잘 적혀 있어 고구마에 대해 새롭게 알게 되었습니다.

밤고구마를 좋아합니다. 배송은 주문 다음날 ㅎㅎ

말보다는 사진트로~!"
1,1,0.2584359049797058,고가의 모델은 아니지만 특별히 아쉬운 점 없이 잘 사용하고 있습니다.
1,1,0.2582659721374511,반도체문제로 배송이 느렸던것 빼곤 만족스럽습니다~~~~
2,2,0.2581383883953094,정말 너무 맛있네요 고구마도 너무 예쁘게 깨끗하게 생겼어요~ 밤고구마인듯하면서 꽉 막히는 맛이아니라 살짝 촉촉하면서 달고 너무 맛있어요 처음 구매해보는데 왜 리뷰가 많은지 알거같아요~ 잘 먹을께요
1,1,0.2579500079154968,남편이 너무 만족해한 제품이에요.구김안가고 고급지네요.감사합니다.
1,1,0.2576492726802826,"안방 PDP 티비가 십년 넘게 고장도 안나고 튼튼해서 못바꾸다가 넷플릭스,유튜브 편하게 보려고 바꿨어요 배송 이틀걸렸네요 무지 빨라요ㅋ"
1,1,0.2571697533130646,체형때문에 살짝 수선을 했지만 대체적으로 만족하네요~ 잘 입겠습니다!!
1,1,0.2571059167385101,"남편사줬는데 너무 좋아하네요
지금 날씨에 딱입니다"
1,2,0.2569335699081421,직장에서 받아서 써본건데 무엇보다 쪼이지 않구 면적도 커서 숨쉬기 좋아요  ! 마스크가 넉넉해서 얼굴 크기 제약 없이 여성 남성분들에게도 괜찮을거같아요 !! 가족들도 편해서 마음에들어하네요 여름에도 잘애용할게오ㅎㅎ94중에 제일 좋은거같아여
0,0,0.2568068504333496,가벼워서 입기 편하고 좋아요
1,1,0.2566491961479187,32인치  중소기업만 쓰다가  삼성tv로 처음바뀌었습니다 배송도 빠르고  티비 화질도 좋습니다  앞으로  as 걱정없을듯 합니다
2,2,0.256645917892456,빠른배송에 놀랐습니다사은품도 잘 받았습니다그런데 키스킨은 포함되어있단 말이 없어서 추가 구성품 신청했는데키스킨 포함이었네요신청하면서도 그게 궁금해서 꼼꼼히 봤는데불필요한 지출이라 아쉽습니다
0,0,0.2566189169883728,제품이 너무좋네요  이런손편지도 너무감사합니다 대박나세요
0,0,0.256600558757782,감사합니다 재구매하고싶어요
1,1,0.2565533220767975,제품보고 잘 구입했다고 생각이 들었네요~~^^설치기사님 친절하셨습니다~
1,1,0.2565260827541351,구매해서 입어보고 매우 만족해서 하나 더 주문했습니다.동생 선물용으로요!!
1,1,0.256485641002655,다나마스크는 새부리형 찾다가 우연히 발견한 마스크에요~ 저렴한 가격과 넉넉한사이즈로 혹여 실패할까 두려운 마음으로 불안해 하면서 첫 구매를 했었네요 ㅎㅎ하지만 이렇게 또 재구매에 재구매로 이어졌네요^^기존 타 마스크 사용시엔 마스크를 사용한 얼굴에 습기가 많이 차고 그로 인해 안면부 건조와 트러블이 굉장히 심했었어요~촉촉하다는 앰플스틱에 화장이 뜰 정도로 여러가지 크림도 발라보고 했었지만 두껍고 통풍이 잘 안되는 바람에 아무 소용없더라구요 ㅠㅠ 또 다른 트러블을 낳을뿐 ㅠㅠ 다른마스크 찾고 찾다가 다나마스크를 발견!!그런데 다나마스크 에어 사용후 건조함도 굉장히 줄어들고 크기도 큼직해서 너무 편안히 잘 사용하고 있어요~ㅎㅎ남편도 편안하게 잘 사용중이고 아이들까지 모두 다나마스크 에어 사용중이랍니다!!얇고 가볍고 가격적인 면에서도 만족하면서 사용하고 있어요~ 앞으로도 쭈욱 다나마스크 애용 할 것 같아요♡또 구매하러 올게요~~감사합니다^^
2,2,0.2561766803264618,배송도 상품도 가격도 완벽해요.설치도 직접 어렵지않게 했어요.가격대비 가성비가 좋네요. 화질도 좋아요.여러가지 기능도 있어서  괜찮아요.한개 더 구매해서 세컨차에 장착할 예정입니다.
1,1,0.2560858130455017,"700일 된 남아 사용했는데너무 사랑스럽고 크기도 너무 클까봐 걱정했는데 헐렁하거나 그렇지 않고 잘 맞습니다.타업체마스크 소형은 너무 커서 귀끈을 묶어도 얼굴에 닿는부분이 많이 뜨고 특히코쪽으로 많이남아서 실패를 많이 봤는데..이 마스크는 코쪽이 잘 접어져서들뜸없이 얼굴에 잘 밀착됩니다~우리 아이가 쓸 마스크라더욱 깐깐하게 고르게 되는데디자인도 착용감도 예뻐서 대 만족입니다.귀끈도 귀에 걸었을때 일반 끈보다 편안한 착용감을 더해주네요.또한 손으로 잡아당겨도 쉽게 끊어지지 않고 튼실하네요.나만의 개성도 살릴수 있고, 온 가족 마스크로 합격입니다. 너무 예뻐요😍👍"
0,0,0.2560007870197296,중국산은 역시
2,2,0.2559802830219269,기존 코웨이정수기 사용후 재렌탈과 고민하다 캐시적립과 사은품 혜택이 좋아 구매하게 되었어요.상담 후 2일만에 친절한 닥터분이 오셔서 설치해 주셨고 최신제품이라 디자인도 이쁘고 물맛도 좋네요.
1,1,0.255913108587265,봄에 한참 잘 입고 다녔어요~먼지도 잘 안 붙고 좋은것 같아요
1,1,0.2558726370334625,크기는 생각보다 좀  적지만 화질 깨끗하고 마음에 드네요
1,1,0.2558066844940185,"코로나 이후 지금까지 사용한 마스크 중에최고의 마스크입니다.kf94임에도 숨쉬기 편하고, 오래 껴도 귀가 안아파요화장하고 마스크 쓰면 마스크에 화장 다 묻어서난리나는데 다나 에어숨은 화장이 잘 묻어나지 않는 마스크네요오래 쓰고 있어도 코 부분만 살짝 화장이 묻어나고그 외 볼이나 턱은 화장이 거의 지워지지않습니다.블랙, 화이트 하나씩 샀고다 쓰면 재구매할 예정이에요!"
1,1,0.2557456195354461,부모님이 만족하세요! 화질도 좋고 괜찮으시다네오
1,1,0.2557381093502044,다른모든점은만족합니다ㅎ 다만 사이즈가생각했던것보다 큰게 아쉽네요
1,1,0.2555312514305115,3번째 주문했습니다.하루종일하면  어떨지 모르나5~6시간정도 계속하고 있어도 귀안아파요냄새도 안나고 사이즈도 적당하게 크서  얼굴세  딱 일붙고 좋아요~이제품보다  더싼제품 많이  있던데못바꾸겠어오~ㅎ 그렇다고  비싼편도아니고~코로나  나라져도  황사차단용으로계속 쓸생각 ㅎㅎ
2,2,0.2554947435855865,이쁘긴 한데... 스크래치도 많고 앞쪽이 눌렸는지 좀 들어갔네요 ㅡ.ㅡ 손잡이도 허당이고.. 반품 귀찮아서 그냥 사용은 할 건데  .. 다른 색들 장바구니에 넣어둔 건 전부 삭제!!
1,1,0.2554059624671936,안경을 썼을때 김서림이 거의 없음오래쓰고있어도 답답함이 크게 안 느껴짐 땀이 날때도 마스크내의 습도가 심하지않음. 안감의 매트한 느낌이 좋음.Kf 94이지만 여름 습도 온도가 오를수록 가볍고 숨쉬기편한 장점을 느낄수있는 제품.나눔 인기좋음.블랙올화이트도 좋지만 컬러풀색깔은 언제쯤 나올까요?
0,0,0.2553574740886688,겁나긴데 작은키는 아니라 다행임 와이프가 이뿌다고 옹뎅이 뚜드려줫음
1,1,0.2553093135356903,애트머스케어 마스크 애용자입니다. 아직 제품을 개봉해서 사용해보지는 않았지만 포장만 보면 예전에 썼던 거랑 똑같네요. 빠른 배송 감사드립니다.
2,2,0.2552879750728607,노트북이 필요해 알아보던 중에 15인치 들고 다니기 좋은 크기보는중에 본 모델이 있어 오늘 받아보니 너무 좋아요가볍고 화이트라 깔끔해보여요~사무용으로 너무 좋을거같아요택배도 빨리와서 좋아요
2,2,0.2552353143692016,상품 하자없이 잘 도착했습니다향은 은은하고요잘 발리네요가족이 함께 사용하려고 여러개 주문했어요스틱이라 손에 안묻고 편리해요통통한 크기라서 주머니에 넣고다닐순 없고요가방에 넣어다녀야겠어요
1,1,0.2552291750907898,배송지연으로 구매취소후 도착  반품 하렫 구매함
1,1,0.2551566362380981,배송이 많이 늦었지만 제품은 아주 좋습니다. 크고 아주 시원해요
1,1,0.2549763023853302,사이즈 되게 큰데 이 가격에 이 정도 분위기 낼 수 있는 옷 많이 없어요!
1,1,0.2548451423645019,배송은 2주정도 걸렸구요~ 친절하게 설치 해주셨어요~~
1,1,0.2548019886016845,좋아요 만족합니다 배송도 빠르고요 굿
1,1,0.2546725869178772,흔치않은 색상. 피부가 하얀분은 잘 어울릴것같아요 구김도 잘 안가고 핏감 똑떨어져서 좋아요
1,1,0.2546574175357818,이뻐요 가격도 괜찮구요!!
1,1,0.2545353174209595,배송도 빠르고 기사님들 친절하셔셔 만족합니다.!
1,1,0.2544618844985962,체고~ 브랜드 이제껏 네다섯개 썻던 것같은데 귀 편한 것과 냄새 역하지 않은 것 두가지 모두 만족스러운 마스크예요 부모님도 이거 사드리려구요 진심 만족도 100%
1,1,0.2543990910053253,어지간하면 리뷰 안 남기는 편인데! 너무 마음에 드네요 이제 애들꺼 주문하려구요~ 물량 남았을 때 미리 사는게 좋을 듯 ㅎ
2,2,0.2543919682502746,마스크 답답하지 않고 크기도 넉넉하니 얼굴 다 가려주고 좋네요~귀도 덜 아프고 만족하며 사용했습니다~기존에 쓰던 마스크보다 좀 얇은 느낌이라 처음에는 긴가민가 했는데..사용해보니 좋아요~
1,1,0.2543545663356781,처음에 가격을 보고 싼게 비지떡이지... 9만9천원이 말이되??하고 콧방귀 뀌면서도 후기를 하나하나찾아보는데 그래도 혹시 모르잖아하는 반신반의로 사게되었습니다. 배달은 6시까지라고하셨는데 더일찍 배송해주셨어요ㅠㅠ 정말 감사합니다. 일단 무게가 가벼워서 좋았어요 기존에있던 샘숭 32인치티비는 무거워서ㅠㅠ 옮길때마다 낑낑했는데요ㅠㅠ 티비거치대 설치 후딱하고 연결해서 켜봤는데 이건 9만9천원이 아닙니다..진짜 가성비가 오진다는게 이런건가 싶습니다. 화질도 소리도 다 만족스럽고 나이있으신 어머님도 이전티비보다 화질도 좋아보이고 눈이편하시다네요 여러분 가격에 의심하지마시고 꼭 지르세요  저는 다음엔 여기서 55인치 티비도사보려구요ㅠㅠ 진짜 오래오래 번창하세요!!
2,2,0.2543454170227051,옷 핏자체가 너무 마음에 들어서 다른 색상으로 두번째 구매이구여 바람 많이 부는 날에 입기 좋은 날인거 같아여 돈만 많으면 4가지 색상 다 사구 싶어요트렌치 코트가 저랑 맞는게 거의 없더라구요
1,1,0.2542147636413574,올레드가 대새라고 해서 넘어왔어요  화질이 좋기는 하네요 잘 쓰겠습니다
1,1,0.2541441023349762,여러분 제가 정리해드릴게요키가 180이상 분이다 근데 사진속 모델처럼 입으시고 싶다 하시면 무조건 L구요 180미만인 분이신 분들은 M사면 될 것 같습니다 진짜 이ㅜ가격에 이정도 퀄리티 어디가서 못찾습니다 개인적으로블랙 사셔서 청바지에 검은니트 입으시면 이쁘실 것 같습니더 !!
1,1,0.2541017234325409,사진에 봤던대로 색상에 이질감이없고 착용감도 좋네요~만족합니다~!
1,1,0.2540379464626312,가격대비 훌륭합니다
