ClusterIdx,OriginalLabel,PredictedLabel,TextLength,Std,Text,Mean
0,2,2,118,"[0.09702735394239426, 0.07021992653608322, 0.1085919588804245]",QUQU 크린숨 마스크 강추 KF94마스크가 많이 나와있어서 검색해 봤는데 사이즈나 질 면 가격 모두 만족합니다 숨쉬기 편하고 입술이 마스크에 붙지도 않고 피부가 가렵거나 하지도 않아요 직원들과 나눠쓰려고 샀어요,"[-4.4204912185668945, -1.5057951211929321, 6.14234733581543]"
0,2,2,118,"[0.11015906184911728, 0.07197977602481842, 0.11446715891361237]",아기 피부가 닿는 안쪽면이 너무 부드럽고 좋아요~ 보풀이 나지않는 재질이라 가렵거나 하는것도 없을거 같아 너무 맘에 듭니다~ 미세하게 큰데 이정도도 감지덕지에요~! 늘 끈을 묶어줬었는데 드디어 딱맞는 제품이 ㅎㅎ,"[-4.265944004058838, -1.7715542316436768, 6.2775726318359375]"
0,2,2,118,"[0.08138992637395859, 0.0745975449681282, 0.08662865310907364]",사이즈가 잘못와서 교환하느라 오래걸렸지만 너무 예뻐요오 ㅠㅠㅠ 남자친구 생일선물로 사줬는데 m이 딱 깔끔하게 예쁘네요! 키는 184/78 입니다!! L도 맞긴한데 더 어벙한 느낌? 깔끔한 느낌 원하시면 m하세용!,"[-4.2231526374816895, -1.7867580652236938, 6.229233264923096]"
0,2,2,118,"[0.09952165186405182, 0.07731035351753235, 0.09536091238260269]","강아지가 6kg 정도 나가서 아침 3개, 저녁 3개 줘야하는데 사실 아침에 3개 주고 저녁에는 잊고 주지 못하는 떄가 더 많았어요 ㅠ 그럼에도 불구하고 눈물이 정말 많이 줄었어요 ㅎㅎ 꾸준히 재구매하는 상품입니당","[-4.265115261077881, -1.7242580652236938, 6.228107929229736]"
0,2,2,118,"[0.11142261326313019, 0.07486362755298615, 0.10218749940395355]",고구마 정말 크기도 좋고 예쁘게 생겼어요. 수확하고 키우시느라 고생하셨습니다. 다만 썩은 것을 두개나 주셨네요.  이것은 포장하시는 분이 고구마가 썩은 것을 구별하지 못한것 같아요. 저는 보자 마자 알았는데...,"[-4.3790059089660645, -1.7035177946090698, 6.328923225402832]"
0,2,2,118,"[0.10134874284267426, 0.07459484785795212, 0.10382778197526932]",베니하루카는 군고구마나 튀김 해먹으면 꿀맛이라 무조건 특상 이상으로 주문하는데 햇고구마는 쪄먹으려고 일부러 작은거 주문했어요! 아이들 간식으로 먹기 딱 좋은 사이즈에요~ 안먹어보고 리뷰 써도되는 김의준 고구마❤️,"[-4.287765026092529, -1.757827639579773, 6.286741733551025]"
0,2,2,119,"[0.09615571796894073, 0.07829335331916809, 0.10340297967195511]","상품은 색깔도 너무예쁘고 튼튼해보이고 넘좋으네요..
그런데 캐리어만 배달된게아니라 바퀴벌레 죽은거와 함께와서 너무 놀라고 소름끼쳤네요..당장 일요일에출국해야해서 그냥쓰지만 꼼꼼하게 검수해서 보내주심좋을거같아요..","[-4.332559108734131, -1.7562350034713745, 6.305016994476318]"
0,2,2,115,"[0.09925141930580139, 0.06970883160829544, 0.10859687626361847]",대학로 연극 너무 오랜만에 보았는데 연극이 너무 웃기고 재미있었어요~ 보는내내 웃음이 멈추질 않아서 배가 너무 아팠어요😁특히 1인다역 하시는 이진호배우님이 너무 입담도 좋았어요😄대학로 커플 데이트 강력추천💕,"[-4.222401142120361, -1.7481540441513062, 6.2068023681640625]"
0,2,2,118,"[0.11344198882579803, 0.0737547054886818, 0.10439304262399673]",연극은 너무너무너무 재미있었는데좌석배치가 너무 아쉽네요 ㅠ 후기엔 한좌석씩 띄어서 앉았다고 했는데 너무 빼곡하게 꽉찬 상태로 연극을 봐서 코로나걱정 때문에 초반엔 집중하기가 어려웠습니다 숨도 답답하기도 했구요 ㅠ,"[-4.295689582824707, -1.747710108757019, 6.291993618011475]"
0,2,2,118,"[0.09001094847917557, 0.06356728076934814, 0.09160193800926208]",그동안 어린이 뮤지컬만 봐왔던 아이가 코미디 공연을 소극장에서 처음으로 봤는데요. 공연 시작부터 끝까지 박수치며 너무너무 좋아하고 웃고 재미있어하네요. 저도 옆에서 행복해하며 재밌게 잘 봤습니다~^^ 감사합니다~,"[-4.2100911140441895, -1.8308234214782715, 6.2726874351501465]"
0,2,2,119,"[0.10703615099191666, 0.06981875002384186, 0.11348526179790497]","배송도 빨랐고 생각했던것보다도 훨씬 더 질도 좋고 핏도 예쁘네요~! 결혼식 갈때 입으려고 샀는데 괜찮은거같아요!
169 기준 정강이정도까지 촤르르 길게 내려와서 예쁘네요! 어깨패드랑 소매끝 부분도 마음에 듭니다~","[-4.351388931274414, -1.7293765544891357, 6.308604717254639]"
0,2,2,118,"[0.09899339079856873, 0.0638670101761818, 0.10274975001811981]",고급스럽게 이뻐요 :))컬러는 약간 차분하고 카키스러운베이지 같은 색상인데 가을에 입기 이쁜컬러에요 ! 찰랑거리는 소재라 지금부터 입을수잇겟어용ㅋㅋ 벨트는 너무두꺼운거같아 얇은걸루 했는데 다 잘어울리는거같네용ㅎㅎ,"[-4.202507495880127, -1.7663191556930542, 6.205136775970459]"
2,2,2,118,"[0.11142991483211517, 0.06761929392814636, 0.10847385972738266]",급하게 사게 됐어요 신랑이 이게 젤 좋다며 골라줘서 신랑이랑 저랑  각각 한개씩 구매해서 무료 장착까지 해주셔서 아주 잘 쓰고 있습니다 품질도 좋고 충격센서도 아주 마음에 드네요 이저씨도 친절하시고. 많이 파세욜,"[-4.841888904571533, -1.0602830648422241, 6.038428783416748]"
0,2,2,118,"[0.10140622407197952, 0.06789834797382355, 0.11238815635442734]",아이나비최신 FXD7500블랙박스를 저렴하게 구입하였는데 GPS도 주시고 무료장착권도 상품에 함께 포장되어 빠르게 배송되어 도착했습니다주말이라서 장착은 못했지만 구입하신분들의 상품평이 좋아서 작동잘할거라고믿어요.,"[-4.262892246246338, -1.7337719202041626, 6.221867084503174]"
0,2,2,118,"[0.10062513500452042, 0.06790167093276978, 0.1135806068778038]",피부에 처음 닿았을때 약간 시원한 느낌이구 실키하게 부드럽게 발려요~발랐을때 피부번들거리거나 광나게 유분기나는건 아니지만 만졌을땐 실키한 벨벳느낌으로 완전 보송한건 아니에요~외출시 간단하게 후딱 잘바를거 같아요~,"[-4.160664081573486, -1.8509609699249268, 6.242262363433838]"
0,2,2,118,"[0.09978123754262924, 0.08468614518642426, 0.12359362095594406]",잘 받았습니다바르는 면이 둥그렇게 되서 바르기 좋으네요타사 제품 일자로 된것보다는 한결 좋습니다바르는 즉시 청량감이 느껴져서 더 좋았구요휴대하기도 간편하고역시 제약회사 제품이라 만족해요다음에 또 구매의사 있습니다,"[-4.2973432540893555, -1.7677454948425293, 6.308523178100586]"
0,2,2,117,"[0.10729345679283142, 0.08015571534633636, 0.10746395587921143]","이사날짜가 급정해져 급주문했는뎅, 바로배송가능한걸로 주문했더니 진짜 빨왔어요ㅋ 가격이 저렴한편이라 걱정했는데 생각보다 괜찮구요~~기사님 잘설치해주시고, 설명도 친절하시고.. 굿굿. 한가지 화질이조금 아쉬운정도ㅋ","[-4.327480316162109, -1.7184898853302002, 6.294581890106201]"
0,2,2,117,"[0.09808509796857834, 0.07088489830493927, 0.08882796764373779]",기존에 쓰던 티비가 수명이 다되서 찾던중에 여기가 리뷰도 많고 그래서 구매했는데아주 만족합니다ㅎㅎ 화면도 크고 좋네요배송도 빠르고 상품도 아주 마음에듭니다설치하러 오신 삼성 기사분도 정말 친절하시고잘 쓰겠습니다,"[-4.356691837310791, -1.7113956212997437, 6.303018569946289]"
2,2,2,117,"[0.10169391334056854, 0.07256121188402176, 0.11058568209409714]",아에르.어드밴스드 라이트 s 80썼는데 총학교 입학하니 94 만 쓰라고 해서 알아보다가 사이즈 보려고 10개만 주문했는데 코 부분이 살짝 튼감이 있긴한데 코지지대 눌러주면 얼추 맞아용 귀 부분은 편하다고 합니다,"[-4.781051158905029, -0.7157943844795227, 5.530606746673584]"
0,2,2,117,"[0.10146089643239975, 0.07362376898527145, 0.11430632323026657]",얼굴이 작지않은 남자가 쓰기엔 세로길이가 마니길지않아서 볼까지 다감싸주진못해도 써보니 공간이 충분해서 LF94치곤 많이 답답하지도 않고 일단 오래쓰고있어도 귀가 아프지않아서 좋네요가격도 저렴하니 아주잘산거같아요,"[-4.305252552032471, -1.6533122062683105, 6.17130184173584]"
0,2,2,117,"[0.0918600931763649, 0.060051675885915756, 0.10390529781579971]",이날씨에 입음 좀 추울까 했는데 안에 니트입고 입으면 괜찮더라구요ㅎL시켰는데 좀 커서 왠만한 남성분들은 M이면 충분히 이쁜핏으로 입으실것 같아요. 재질도 탄탄하고 이가격에 이퀄리티면 아주 만족스러운 구매였습니당,"[-4.361723899841309, -1.6478060483932495, 6.238101959228516]"
2,2,2,117,"[0.05644608289003372, 0.03386755287647247, 0.04035751149058342]",약국에서 개당 1500원에 사서 썼었는데 대형에 줄도 길어서 일하는 내내 껴도 귀도 안아프고 너무 좋아서 인터넷 칮아보니 싼값에 있길래 샀습니다 . 역시 좋네요 마스크 두께도 다른 마스크에 비해 두꺼워서 좋아요,"[-2.7687978744506836, 1.3018012046813965, 1.3767391443252563]"
0,2,2,117,"[0.11503559350967407, 0.07401943951845169, 0.1061185970902443]",노견이라 관절에 도움을 줄 수 있을까해서 구입했어요 딱딱하면 어쩌나 했는데 말랑말랑하기도 하고 울 댕댕이가 잘 먹네요 ㅎ 성분도 좋은데다가 개별 포장이 되어 있어서 더 좋네요 맛도 있는지 간식마냥 잘 먹어요 ㅎ,"[-4.364248752593994, -1.6982868909835815, 6.301583290100098]"
0,2,2,120,"[0.08675611764192581, 0.07583737373352051, 0.10006123781204224]","냥이 관절 영양제를 먹이고 싶었는데 입맛이 까다로워 안먹을까봐 걱정했는데 거부감없이 잘먹네요~
낱개 포장되어있어서 먹이고 관리하기 편하고 
딱딱하지 않고 말랑거려 잘 먹네요~~
다먹이면 또 구매해서 먹여야겠어요","[-4.392803192138672, -1.6830772161483765, 6.297425746917725]"
0,2,2,118,"[0.1093524768948555, 0.07203095406293869, 0.10952676087617874]","계속 꾸준히 잘 먹고 있어요 덕분에 수술까지 가는 일은 없기를 바라는 마음으로 잊지않고 급여해요
서울 동생네 가는 일정 중에 똑 떨어져서 동생네로 배송했는데 총알 배송해주셔서 바로 급여 가능해서 기분이 좋았어요","[-4.264184951782227, -1.7825604677200317, 6.2888922691345215]"
0,2,2,117,"[0.09632448107004166, 0.07393131405115128, 0.10296737402677536]",받자마자 구워먹었는데 너무 맛있어요 작은 사이즈인데도 밤이 전체적으로 꽉차게 들어있고 식감이 팍팍하고 포슬포슬해서 좋아요 당도는 낮은 듯하지만 원하던 햇밤고구마예요 배송도 빠르고 고구마 품질고 좋고 만족합니다~,"[-4.007194995880127, -1.8324908018112183, 6.058746814727783]"
0,2,2,121,"[0.10791514068841934, 0.07924548536539078, 0.11849252879619598]","여러번 주문해서 먹어봣습니다.
이번에도 맛잇을거라 생각됩니다.
어제 저녁에 도착했는데 아직 맛은 못받습니다,
그런데  배송중 박스가 찍으러지고 고구마도 몇개 부러졋습니다.
배송중 실수인거 같아서 좀 마음상합니다","[-4.3057708740234375, -1.730069875717163, 6.274209499359131]"
0,2,2,117,"[0.09039884805679321, 0.06838963180780411, 0.11619741469621658]",일단 예뻐요아이보리 보다는 그레이지에 가까운데 오히려 고급스러워 보입니당작은 캐리어치고 가격이 있다 싶었는데 휠 굴러가는게 너무 부드럽고 안쪽 커버가 비닐처럼 싸구려재질 아니구 적당해서 가격값 한다고 생각해요!,"[-4.325509548187256, -1.728476881980896, 6.304384708404541]"
0,2,2,117,"[0.11330848932266235, 0.06868739426136017, 0.11718795448541641]",사진처럼 튼튼하고 마감도 꼼꼼해서 만족스럽습니다!하드케이스는 그렇지 않은데 비해 수납력이 좀 떨어진다고 생각했었는데이 상품은 수납력이 좋네요!여행 다닐 때 친정에갈 때 애기 짐가방으로 좋아요 아주 좋아요!!^^,"[-4.414381504058838, -1.6683707237243652, 6.318636417388916]"
0,2,2,117,"[0.10537037253379822, 0.07564518600702286, 0.10211978107690811]",스토리도 최고 배우분들 연기력이나 순발력도 최고 ❤️❤️ 인생 첫 연극인데 너무 재밌게 보고 와서 기분 좋은 하루 였어요 !! 연극의 매력을 알게 해준 시간 이였고 특별한 추억을 만들 수 있어서 좋았습니다 :),"[-4.363658428192139, -1.688991665840149, 6.297510147094727]"
0,2,2,117,"[0.0929446667432785, 0.07945066690444946, 0.11600320041179657]",배우님들 연기도잘하시고 이뿌고 잘생기셨어요..심쿵쓰엄청 웃으면서 봤어요! 몰입도 최고 남자친구가 처음연극보는거라 어떤반응 보일까했는데 재밌었다고 사진을 저렇게찍어서 보내주네요 하하 또 보러갈게요 배우님들 화이팅,"[-4.281742095947266, -1.7487736940383911, 6.277496337890625]"
0,2,2,117,"[0.10018166899681091, 0.07585562765598297, 0.1085573136806488]",아이들과 웃으며 좋은시간 가졌어요.한가지 언짢았던건 중간에 프로포즈 이벤트에 내돈주고 공연보러가서 생판모르는 사람한테 박수쳐주고 축하해줘야 하는지 모르겠네요. 분량도 꽤많이 차지하더라고요. 이해할수 없었습니다.,"[-4.377713203430176, -1.694669246673584, 6.312061786651611]"
0,2,2,117,"[0.10384753346443176, 0.06931230425834656, 0.09229351580142975]",나와함께 공부하는 경북 상주시 교육생들의 문화체험을 위해 20명 단체로 관람했는데. 만족도 퍼팩트! 다들 즐겁고 행복했다고 합니다. 특히 결혼한지 20년을 넘겨  리마인드프로포즈 기회도 강제?로 얻는 추억까지.,"[-4.213975429534912, -1.8005391359329224, 6.256031513214111]"
0,2,2,127,"[0.1086542084813118, 0.0787004828453064, 0.11131830513477325]","156센치 임산부에요 

진짜 이거 쵝오에요♡ 유니폼되오버렸으요

길이는 발목에서 올라가는 정도?? 끌리는 정도는

아니그요 이쁘게 떨어지는 길이에요

건조기넣었더니 조오금 줄긴햇지만 키작맘에겐

완전 딱이에요","[-4.218462944030762, -1.7679574489593506, 6.21223258972168]"
0,2,2,117,"[0.10370133072137833, 0.07102760672569275, 0.11122092604637146]",정말출장기사님이 장착도빨랐으며 배송도 다음날아침에바로오고 제품에대해서도 너무만족합니다 고장나게되면재구매하겠습니다!!제품에대해 사용법도 정말편하며 해상도도 이만한가성비는없다생각듭니다 구매하시려는분들 대박추천드려요,"[-4.305859565734863, -1.7626967430114746, 6.318570137023926]"
0,2,2,117,"[0.11416251212358475, 0.07445994764566422, 0.10289832949638367]","딱 가격만큼 하는듯합니다. 충격감지는 이상한 포인트에서 인식하고 (불량아닌가 싶을정도로)배터리는 전압설정만 있고, 절전모드가 되지 않아서 생각보다 많이 배터리를 소모합니다. 보조배터리있으면 나쁘진 않을듯하네요.","[-4.265722751617432, -1.7834463119506836, 6.2933526039123535]"
0,2,2,117,"[0.1073237881064415, 0.06769941747188568, 0.1143672987818718]",블랙박스를 알아보던 중에 아이나비 쇼핑라이브를 진행한다는 소식을 듣고 방송을 보고 바로 구입하였습니다.미니라서 사이즈도 적당하고 전후방 화질이 깨끗하고 선명합니다.64기가로 구매하여 저장공간도 넉넉하고 좋습니다,"[-4.287310600280762, -1.7534488439559937, 6.27255392074585]"
0,2,2,117,"[0.10330498963594437, 0.07091719657182693, 0.10712868720293045]",외관상으로 하자 없는 물건 빠른 배송으로  왔구여 지금 장착기사님 오셔서  장착서비스 받았습니다기존 사용하던 제품이  오래되서 녹화만 되던게신형이라고 기능들이 많이  늘어서  약간에 공부는 필요 할것 같습니다.,"[-4.3087382316589355, -1.74689519405365, 6.28648567199707]"
0,2,2,117,"[0.1098904237151146, 0.07769088447093964, 0.11702010035514832]","배송 빠른편이구요 , 물줄때 흙이넘치는게없어서 조으네용 ㅋㅋ식물파는곳에같이안팔아서 하나사고 탣배비가아깝지만 필요한거라서 삿어용<이케아꺼하나있는데부족해서> 물은 15cm 화분 한번듬뿍 주면 다시받아야하는 정도에요","[-4.185230255126953, -1.844124436378479, 6.25054931640625]"
0,2,2,117,"[0.11637610197067261, 0.07161900401115417, 0.11019235849380493]",여행갔다올때 도움이 되었어요 한번에 쭉 빠지지않고 천천히나오더라고요 특히나 테라스에 둔 유칼립투스에 꽂아둔게 좋더라고요 물 조금만 말려서 잎 살짝이라도 마르는 순간 후두두둑 … 얘덕에 이번해는 그럴일이 없었어요,"[-4.334758758544922, -1.7188867330551147, 6.288408279418945]"
0,2,2,117,"[0.11168526113033295, 0.07500797510147095, 0.10516668111085892]","아무 페트병이나 맞는줄 알았는데 500미리 생수병은 거의 안맞구요 콜라, 사이다, 음료수 등 기타 페트병에는 잘 맞아요. 아이들이 쓰는 거면 누르는 힘이 적어서 페트병이 너무 두꺼우면 물이 잘 나오지 않습니다.","[-4.225748062133789, -1.8139662742614746, 6.270291328430176]"
0,2,2,119,"[0.10109850764274597, 0.07090635597705841, 0.10966042429208755]","일단 남자 사용자 입니다
사용했을때 끈적거림과 백탁현상은 거의 없어서 만족하고 
다만 일반시에는 말고 운동 할때 바르니 땀때문에 그런지 건조해지면서 하얀가루처럼 생깁니다 일반적으로 평상시에 바르기에는 만족합니다","[-4.213162899017334, -1.8357049226760864, 6.2747578620910645]"
0,2,2,119,"[0.10223177075386047, 0.08016940206289291, 0.10831690579652786]","구매만족해서 벌써 여럿 지인들께 추천했어요 
일단 사이즈가 커서 좋고, 발림성도 좋아요 
톤보정은 하얗게 뜨지않고 촉촉하게 밀착되서 자연스럽게 살짝 톤정리가 되구요 커버력이 없기때문에 톤업크림 바르고 있습니다.","[-4.283547878265381, -1.775996446609497, 6.276982307434082]"
0,2,2,116,"[0.10786128789186478, 0.07392573356628418, 0.10695584118366241]",11월22일 주문후 베트남 배송이 코로나때문에 오래 걸려서 오늘 12월6일 도착했어요 구매시 판매자분이 공지한 내용이라 인지하고 견뎠는데 수요일 보다 2틀일찍 왔어요 화질도 좋고 가족이 직접 찍어서 보내줬어요,"[-4.246433258056641, -1.7694191932678223, 6.247457504272461]"
0,2,2,116,"[0.09832348674535751, 0.07516127824783325, 0.11314888298511505]",주문후 3일후 기사님이 직접 방문해서 설치해주셨어요~얇고 크고 색감도 다 좋네요프레임이 얇아서 화면이 더 커보여요스마트티비라 기능도 많구요~고장난 티비까지 수거해주시네요~~삼성TV 오래오래 잘 시청할께요~~♡,"[-4.312049388885498, -1.7159521579742432, 6.25822639465332]"
0,2,2,116,"[0.09690240770578384, 0.07862303406000137, 0.1102435439825058]",색상도 예쁜데 가격이 저렴하기까지하니 좋네요.천사 모양이라 애들도 좋아하해요.기존에 쓰던 마스크보다 세로는 짧은 편이고가로는 더 기네요.콧대가 낮아서 그런지 코부분이 살짝들떠요ㅠ 그래도 이 가격에 만족합니다.,"[-4.2897467613220215, -1.7495408058166504, 6.283079147338867]"
0,2,2,116,"[0.10612481832504272, 0.07411901652812958, 0.12183155119419098]",얼큰이라 이 마스크만 삽니다. 얼굴 작은사람은 비춥니다. 얼굴 반 가려요. 살짝 얇은 감은 있지만 부드럽고 착용감 좋아요. 오래 착용하면 귀가 좀 댕기는건 있어요. 물론 밀착되어야 밀폐 실내에선 보호 되겠죠~,"[-4.3017683029174805, -1.7289515733718872, 6.2772345542907715]"
0,2,2,116,"[0.10517598688602448, 0.07038754224777222, 0.10650599002838135]",일단 색상이 너무 예쁘고 두께감도 kf94인데도 얇아서 괜찮더라구요~타마스크 소형보다는 사이즈가 좀 커서 더 좋았어요~ㅎ6세 아이도 불편해하지 않고 잘 써요~가로 길이가 다른 소형마스크보다 길어서 좋아요~ㅋㅋ,"[-4.21751594543457, -1.7960662841796875, 6.249567985534668]"
0,2,2,116,"[0.10828346759080887, 0.07556416094303131, 0.10583258420228958]","이렇게 얇은데도 KF94의 기능을 가진다고 하니 놀랍네요. 얇아서 여름에 착용하기 적절하긴 한데, 사람 많은 곳을 방문해야 할 곳에서는 아무래도 불안해서 여전히 4중구조의  airdays를 착용하고 있습니다.","[-4.374940872192383, -1.6452564001083374, 6.249130725860596]"
0,2,2,116,"[0.1127653419971466, 0.06937505304813385, 0.11434322595596313]",키 180에 85키로 배가 약간 있는 체형인데 52사이즈 잘 맞아요 평소 105사이즈 착용합니다. 팔이 약간 길긴하나 전체적으로 잘 맞는 것 같아요 배송도 빠르고 판매자님이 응대도 빠르게 해주셔서 만족합니다.,"[-4.415208339691162, -1.395483136177063, 6.008209228515625]"
2,2,2,116,"[0.047814298421144485, 0.032945845276117325, 0.03795101121068001]",처음엔 블랙 마스크 안에 하얀색 필터라 조금 화장품 묻을것도 걱정 되고 했는데~ 사용하다보니 오히려 안에 필터 소재가 착용감도 좋고~ 트러블도 없는거 같아서 좋아요~ 잘 사용중입니다! 다 쓰면 재구매 할게요~,"[-2.7208173274993896, 1.2732993364334106, 1.3524829149246216]"
0,2,2,116,"[0.0994008481502533, 0.07175525277853012, 0.11630208790302277]",너무 잘 먹는데요? ㅎ아무거나 막 잘 먹는 아이는 아니라 조금 걱정했는데 맛있나봐요ㅎ개별포장이라서 위생적으로 먹일 수 있어서 좋고 휴대하기 좋아요~ 요즘 좀 걱정되었었는데 성분도 좋은지라 꾸준히 먹여보려구요.,"[-4.395486831665039, -1.6800326108932495, 6.31135368347168]"
0,2,2,117,"[0.0998416319489479, 0.06717193871736526, 0.10807383060455322]","노령견인데 액상형캡슐제품 먹이다 간식에 섞어줘도안먹으려고해서 검색후 구매했어요
근데 너무 끈적거려서 이빨에 붙나  조금 먹더니 안먹네요ㅠ  억지로 안먹여도 되는 제품 찾다 기대하면서 구매했는데  아쉽습니다ㅜㅜ","[-4.286336898803711, -1.7942920923233032, 6.335421562194824]"
0,2,2,119,"[0.09375444054603577, 0.08576589077711105, 0.10289254784584045]","향이 되게 고소하네요 한알 먹여봤는데 잘먹어요
잘부셔지는 느낌이라 관리를 잘해야할꺼같아요
샘플로 주신 사료들도 유통기한길어서 좋네요 2개가 한달 지났긴하지만 나머진 1년 넘어요
잘먹어서 추가 구매 하고 싶네요","[-4.348100662231445, -1.7095025777816772, 6.301562309265137]"
0,2,2,116,"[0.09709189832210541, 0.07004009187221527, 0.11390312016010284]","한 달 사용 리뷰를 쓰러 왔습니다:) 우선 아이가 조금 까다로운 입맛을 가지고 있는데, 눈물 싹싹은 정말 싹싹 비워서 너무 좋네요ㅎㅎ기호성도 좋은 거 같고, 눈물 자국도 조금 덜해지는 거 같아서 만족합니다^^","[-4.291846752166748, -1.7359342575073242, 6.259528160095215]"
0,2,2,116,"[0.10835126787424088, 0.07474519312381744, 0.11701328307390213]",제품이야 말할것도 없이 좋은데 색상이 스모크블루가 아님. 에어리블루보다 조금  더 진한색. 네이비 비슷할 줄 알았는데 화면보다 너무 밝아요. 원하던 색이 아니네요 ㅠㅠ 그래도 성능이 좋아서 대체로 만족합니다.,"[-4.3266191482543945, -1.6950137615203857, 6.261724472045898]"
0,2,2,117,"[0.10826437920331955, 0.07288677245378494, 0.10491840541362762]","꼼꼼하게 포장되어 빠르게 배송되었어요 :)
다이어트 때문에 주문했는데... 맛있어서 계속 먹고 있네요...^^ 다 먹고 또 주문할께용 엄마두 아빠두 저희집 강아지도 맛있다고 자꾸 달라구 하네욤 💧
감사합니다","[-4.2983293533325195, -1.7457587718963623, 6.283759117126465]"
0,2,2,122,"[0.10187391936779022, 0.06832695007324219, 0.11187084764242172]","남편의 간식으로 매일 끼니때마다
챙겨먹는 찐고구마 일부러 큰걸로
주문했다
왜냐하면 하루에 먹을양을 미리 준비해서
담아놓는데 크기가 작은 고구마는 여러개
껍질일 까야해서 번거로우니까 . .
맛도 달고 만족합니다","[-4.330418109893799, -1.7435388565063477, 6.327722072601318]"
