ClusterIdx,OriginalLabel,PredictedLabel,TextLength,Std,Text,Mean
1,2,0,118,"[0.1700233817100525, 0.15428319573402405, 0.1603691428899765]",피부에 처음 닿았을때 약간 시원한 느낌이구 실키하게 부드럽게 발려요~발랐을때 피부번들거리거나 광나게 유분기나는건 아니지만 만졌을땐 실키한 벨벳느낌으로 완전 보송한건 아니에요~외출시 간단하게 후딱 잘바를거 같아요~,"[6.074831962585449, -3.661179780960083, -2.283613920211792]"
1,2,0,118,"[0.19713471829891205, 0.14063003659248352, 0.14917278289794922]",잘 받았습니다바르는 면이 둥그렇게 되서 바르기 좋으네요타사 제품 일자로 된것보다는 한결 좋습니다바르는 즉시 청량감이 느껴져서 더 좋았구요휴대하기도 간편하고역시 제약회사 제품이라 만족해요다음에 또 구매의사 있습니다,"[5.9990997314453125, -3.1794381141662598, -2.844087600708008]"
1,2,0,117,"[0.17340180277824402, 0.15199999511241913, 0.1608821600675583]","이사날짜가 급정해져 급주문했는뎅, 바로배송가능한걸로 주문했더니 진짜 빨왔어요ㅋ 가격이 저렴한편이라 걱정했는데 생각보다 괜찮구요~~기사님 잘설치해주시고, 설명도 친절하시고.. 굿굿. 한가지 화질이조금 아쉬운정도ㅋ","[6.057164192199707, -3.555020809173584, -2.4578745365142822]"
1,2,0,117,"[0.17660117149353027, 0.1310296207666397, 0.15857133269309998]",기존에 쓰던 티비가 수명이 다되서 찾던중에 여기가 리뷰도 많고 그래서 구매했는데아주 만족합니다ㅎㅎ 화면도 크고 좋네요배송도 빠르고 상품도 아주 마음에듭니다설치하러 오신 삼성 기사분도 정말 친절하시고잘 쓰겠습니다,"[5.873410701751709, -2.774712324142456, -3.052722692489624]"
1,2,0,117,"[0.17116862535476685, 0.16253145039081573, 0.15511099994182587]",아에르.어드밴스드 라이트 s 80썼는데 총학교 입학하니 94 만 쓰라고 해서 알아보다가 사이즈 보려고 10개만 주문했는데 코 부분이 살짝 튼감이 있긴한데 코지지대 눌러주면 얼추 맞아용 귀 부분은 편하다고 합니다,"[6.07664680480957, -3.537210464477539, -2.377793788909912]"
1,2,0,117,"[0.17258886992931366, 0.16312715411186218, 0.1540975123643875]",얼굴이 작지않은 남자가 쓰기엔 세로길이가 마니길지않아서 볼까지 다감싸주진못해도 써보니 공간이 충분해서 LF94치곤 많이 답답하지도 않고 일단 오래쓰고있어도 귀가 아프지않아서 좋네요가격도 저렴하니 아주잘산거같아요,"[5.992197036743164, -3.7432358264923096, -2.150876045227051]"
1,2,0,117,"[0.1666395217180252, 0.159578338265419, 0.15729711949825287]",이날씨에 입음 좀 추울까 했는데 안에 니트입고 입으면 괜찮더라구요ㅎL시켰는데 좀 커서 왠만한 남성분들은 M이면 충분히 이쁜핏으로 입으실것 같아요. 재질도 탄탄하고 이가격에 이퀄리티면 아주 만족스러운 구매였습니당,"[5.987448692321777, -3.492985248565674, -2.4476075172424316]"
0,2,0,117,"[0.161709725856781, 0.14951224625110626, 0.1552884727716446]",약국에서 개당 1500원에 사서 썼었는데 대형에 줄도 길어서 일하는 내내 껴도 귀도 안아프고 너무 좋아서 인터넷 칮아보니 싼값에 있길래 샀습니다 . 역시 좋네요 마스크 두께도 다른 마스크에 비해 두꺼워서 좋아요,"[1.5167860984802246, 1.4601331949234009, -3.890892744064331]"
1,2,0,117,"[0.16562724113464355, 0.1579281985759735, 0.15535372495651245]",노견이라 관절에 도움을 줄 수 있을까해서 구입했어요 딱딱하면 어쩌나 했는데 말랑말랑하기도 하고 울 댕댕이가 잘 먹네요 ㅎ 성분도 좋은데다가 개별 포장이 되어 있어서 더 좋네요 맛도 있는지 간식마냥 잘 먹어요 ㅎ,"[5.996105194091797, -3.7141289710998535, -2.267836093902588]"
1,2,0,120,"[0.1615935117006302, 0.1510971039533615, 0.16759593784809113]","냥이 관절 영양제를 먹이고 싶었는데 입맛이 까다로워 안먹을까봐 걱정했는데 거부감없이 잘먹네요~
낱개 포장되어있어서 먹이고 관리하기 편하고 
딱딱하지 않고 말랑거려 잘 먹네요~~
다먹이면 또 구매해서 먹여야겠어요","[6.1135687828063965, -3.453465461730957, -2.533127784729004]"
1,2,0,118,"[0.18308241665363312, 0.16386015713214874, 0.16640932857990265]","계속 꾸준히 잘 먹고 있어요 덕분에 수술까지 가는 일은 없기를 바라는 마음으로 잊지않고 급여해요
서울 동생네 가는 일정 중에 똑 떨어져서 동생네로 배송했는데 총알 배송해주셔서 바로 급여 가능해서 기분이 좋았어요","[6.006335258483887, -3.551515817642212, -2.4355287551879883]"
1,2,0,117,"[0.17202749848365784, 0.16822633147239685, 0.15538601577281952]",받자마자 구워먹었는데 너무 맛있어요 작은 사이즈인데도 밤이 전체적으로 꽉차게 들어있고 식감이 팍팍하고 포슬포슬해서 좋아요 당도는 낮은 듯하지만 원하던 햇밤고구마예요 배송도 빠르고 고구마 품질고 좋고 만족합니다~,"[5.960013389587402, -3.844412326812744, -1.9511520862579346]"
1,2,0,121,"[0.15134774148464203, 0.16495440900325775, 0.1656142771244049]","여러번 주문해서 먹어봣습니다.
이번에도 맛잇을거라 생각됩니다.
어제 저녁에 도착했는데 아직 맛은 못받습니다,
그런데  배송중 박스가 찍으러지고 고구마도 몇개 부러졋습니다.
배송중 실수인거 같아서 좀 마음상합니다","[6.033255577087402, -3.518056631088257, -2.4161410331726074]"
1,2,0,117,"[0.16088366508483887, 0.18412677943706512, 0.16532090306282043]",일단 예뻐요아이보리 보다는 그레이지에 가까운데 오히려 고급스러워 보입니당작은 캐리어치고 가격이 있다 싶었는데 휠 굴러가는게 너무 부드럽고 안쪽 커버가 비닐처럼 싸구려재질 아니구 적당해서 가격값 한다고 생각해요!,"[6.087965488433838, -3.432150363922119, -2.668240547180176]"
1,2,0,117,"[0.17317622900009155, 0.14912593364715576, 0.16665315628051758]",사진처럼 튼튼하고 마감도 꼼꼼해서 만족스럽습니다!하드케이스는 그렇지 않은데 비해 수납력이 좀 떨어진다고 생각했었는데이 상품은 수납력이 좋네요!여행 다닐 때 친정에갈 때 애기 짐가방으로 좋아요 아주 좋아요!!^^,"[6.054610729217529, -3.673151969909668, -2.2466847896575928]"
1,2,0,117,"[0.16613022983074188, 0.15928471088409424, 0.15209029614925385]",스토리도 최고 배우분들 연기력이나 순발력도 최고 ❤️❤️ 인생 첫 연극인데 너무 재밌게 보고 와서 기분 좋은 하루 였어요 !! 연극의 매력을 알게 해준 시간 이였고 특별한 추억을 만들 수 있어서 좋았습니다 :),"[6.110665798187256, -3.6498711109161377, -2.390610456466675]"
1,2,0,117,"[0.17994284629821777, 0.17471976578235626, 0.18383638560771942]",배우님들 연기도잘하시고 이뿌고 잘생기셨어요..심쿵쓰엄청 웃으면서 봤어요! 몰입도 최고 남자친구가 처음연극보는거라 어떤반응 보일까했는데 재밌었다고 사진을 저렇게찍어서 보내주네요 하하 또 보러갈게요 배우님들 화이팅,"[6.025763988494873, -3.7476556301116943, -2.142909049987793]"
1,2,0,117,"[0.15340226888656616, 0.1531490981578827, 0.14992046356201172]",아이들과 웃으며 좋은시간 가졌어요.한가지 언짢았던건 중간에 프로포즈 이벤트에 내돈주고 공연보러가서 생판모르는 사람한테 박수쳐주고 축하해줘야 하는지 모르겠네요. 분량도 꽤많이 차지하더라고요. 이해할수 없었습니다.,"[5.742562294006348, -2.5608489513397217, -3.2711446285247803]"
1,2,0,117,"[0.15671946108341217, 0.14979985356330872, 0.15290208160877228]",나와함께 공부하는 경북 상주시 교육생들의 문화체험을 위해 20명 단체로 관람했는데. 만족도 퍼팩트! 다들 즐겁고 행복했다고 합니다. 특히 결혼한지 20년을 넘겨  리마인드프로포즈 기회도 강제?로 얻는 추억까지.,"[5.69024658203125, -2.5299243927001953, -3.3101091384887695]"
1,2,0,127,"[0.16537299752235413, 0.12876571714878082, 0.1793462336063385]","156센치 임산부에요 

진짜 이거 쵝오에요♡ 유니폼되오버렸으요

길이는 발목에서 올라가는 정도?? 끌리는 정도는

아니그요 이쁘게 떨어지는 길이에요

건조기넣었더니 조오금 줄긴햇지만 키작맘에겐

완전 딱이에요","[6.09010124206543, -3.5359466075897217, -2.4926047325134277]"
1,2,0,117,"[0.17958179116249084, 0.15702120959758759, 0.18223914504051208]",정말출장기사님이 장착도빨랐으며 배송도 다음날아침에바로오고 제품에대해서도 너무만족합니다 고장나게되면재구매하겠습니다!!제품에대해 사용법도 정말편하며 해상도도 이만한가성비는없다생각듭니다 구매하시려는분들 대박추천드려요,"[6.118020057678223, -3.344747543334961, -2.675408124923706]"
1,2,0,117,"[0.1622399091720581, 0.15061646699905396, 0.17301467061042786]","딱 가격만큼 하는듯합니다. 충격감지는 이상한 포인트에서 인식하고 (불량아닌가 싶을정도로)배터리는 전압설정만 있고, 절전모드가 되지 않아서 생각보다 많이 배터리를 소모합니다. 보조배터리있으면 나쁘진 않을듯하네요.","[5.969539165496826, -3.0508675575256348, -2.918651819229126]"
1,2,0,117,"[0.1655491143465042, 0.15055544674396515, 0.16406112909317017]",블랙박스를 알아보던 중에 아이나비 쇼핑라이브를 진행한다는 소식을 듣고 방송을 보고 바로 구입하였습니다.미니라서 사이즈도 적당하고 전후방 화질이 깨끗하고 선명합니다.64기가로 구매하여 저장공간도 넉넉하고 좋습니다,"[6.081003189086914, -3.6074883937835693, -2.3457343578338623]"
1,2,0,117,"[0.18326765298843384, 0.15854349732398987, 0.1734296828508377]",외관상으로 하자 없는 물건 빠른 배송으로  왔구여 지금 장착기사님 오셔서  장착서비스 받았습니다기존 사용하던 제품이  오래되서 녹화만 되던게신형이라고 기능들이 많이  늘어서  약간에 공부는 필요 할것 같습니다.,"[6.09092903137207, -3.4208710193634033, -2.5865540504455566]"
1,2,0,117,"[0.17961688339710236, 0.15686072409152985, 0.1723705381155014]","배송 빠른편이구요 , 물줄때 흙이넘치는게없어서 조으네용 ㅋㅋ식물파는곳에같이안팔아서 하나사고 탣배비가아깝지만 필요한거라서 삿어용<이케아꺼하나있는데부족해서> 물은 15cm 화분 한번듬뿍 주면 다시받아야하는 정도에요","[6.165773868560791, -3.3651163578033447, -2.7083475589752197]"
1,2,0,117,"[0.17534488439559937, 0.15362583100795746, 0.15662139654159546]",여행갔다올때 도움이 되었어요 한번에 쭉 빠지지않고 천천히나오더라고요 특히나 테라스에 둔 유칼립투스에 꽂아둔게 좋더라고요 물 조금만 말려서 잎 살짝이라도 마르는 순간 후두두둑 … 얘덕에 이번해는 그럴일이 없었어요,"[6.155327796936035, -3.5760715007781982, -2.4344875812530518]"
1,2,0,117,"[0.1658509224653244, 0.13958685100078583, 0.16832177340984344]","아무 페트병이나 맞는줄 알았는데 500미리 생수병은 거의 안맞구요 콜라, 사이다, 음료수 등 기타 페트병에는 잘 맞아요. 아이들이 쓰는 거면 누르는 힘이 적어서 페트병이 너무 두꺼우면 물이 잘 나오지 않습니다.","[6.0904154777526855, -3.4000627994537354, -2.554112195968628]"
1,2,0,119,"[0.19112060964107513, 0.15265582501888275, 0.16962522268295288]","일단 남자 사용자 입니다
사용했을때 끈적거림과 백탁현상은 거의 없어서 만족하고 
다만 일반시에는 말고 운동 할때 바르니 땀때문에 그런지 건조해지면서 하얀가루처럼 생깁니다 일반적으로 평상시에 바르기에는 만족합니다","[6.051258563995361, -3.6699161529541016, -2.219860553741455]"
1,2,0,119,"[0.1509409099817276, 0.14737839996814728, 0.14719220995903015]","구매만족해서 벌써 여럿 지인들께 추천했어요 
일단 사이즈가 커서 좋고, 발림성도 좋아요 
톤보정은 하얗게 뜨지않고 촉촉하게 밀착되서 자연스럽게 살짝 톤정리가 되구요 커버력이 없기때문에 톤업크림 바르고 있습니다.","[5.9504547119140625, -3.1754865646362305, -2.753436326980591]"
1,2,0,116,"[0.16474859416484833, 0.16112588346004486, 0.1710394322872162]",11월22일 주문후 베트남 배송이 코로나때문에 오래 걸려서 오늘 12월6일 도착했어요 구매시 판매자분이 공지한 내용이라 인지하고 견뎠는데 수요일 보다 2틀일찍 왔어요 화질도 좋고 가족이 직접 찍어서 보내줬어요,"[6.063460826873779, -3.5169074535369873, -2.4243128299713135]"
1,2,0,116,"[0.17750251293182373, 0.14264711737632751, 0.16092810034751892]",주문후 3일후 기사님이 직접 방문해서 설치해주셨어요~얇고 크고 색감도 다 좋네요프레임이 얇아서 화면이 더 커보여요스마트티비라 기능도 많구요~고장난 티비까지 수거해주시네요~~삼성TV 오래오래 잘 시청할께요~~♡,"[6.006561279296875, -3.254697799682617, -2.739140272140503]"
1,2,0,116,"[0.17773450911045074, 0.15976478159427643, 0.16890837252140045]",색상도 예쁜데 가격이 저렴하기까지하니 좋네요.천사 모양이라 애들도 좋아하해요.기존에 쓰던 마스크보다 세로는 짧은 편이고가로는 더 기네요.콧대가 낮아서 그런지 코부분이 살짝들떠요ㅠ 그래도 이 가격에 만족합니다.,"[6.044253349304199, -3.160285711288452, -2.801743268966675]"
1,2,0,116,"[0.18628458678722382, 0.12435230612754822, 0.15573720633983612]",얼큰이라 이 마스크만 삽니다. 얼굴 작은사람은 비춥니다. 얼굴 반 가려요. 살짝 얇은 감은 있지만 부드럽고 착용감 좋아요. 오래 착용하면 귀가 좀 댕기는건 있어요. 물론 밀착되어야 밀폐 실내에선 보호 되겠죠~,"[5.967843055725098, -3.438433885574341, -2.4116263389587402]"
1,2,0,116,"[0.17576181888580322, 0.1373656988143921, 0.17605210840702057]",일단 색상이 너무 예쁘고 두께감도 kf94인데도 얇아서 괜찮더라구요~타마스크 소형보다는 사이즈가 좀 커서 더 좋았어요~ㅎ6세 아이도 불편해하지 않고 잘 써요~가로 길이가 다른 소형마스크보다 길어서 좋아요~ㅋㅋ,"[6.141922473907471, -3.106161594390869, -3.0008513927459717]"
1,2,0,116,"[0.16366365551948547, 0.16426721215248108, 0.13586463034152985]","이렇게 얇은데도 KF94의 기능을 가진다고 하니 놀랍네요. 얇아서 여름에 착용하기 적절하긴 한데, 사람 많은 곳을 방문해야 할 곳에서는 아무래도 불안해서 여전히 4중구조의  airdays를 착용하고 있습니다.","[5.971658229827881, -3.802619695663452, -2.0638010501861572]"
1,2,0,116,"[0.18218791484832764, 0.1672067791223526, 0.1607404202222824]",키 180에 85키로 배가 약간 있는 체형인데 52사이즈 잘 맞아요 평소 105사이즈 착용합니다. 팔이 약간 길긴하나 전체적으로 잘 맞는 것 같아요 배송도 빠르고 판매자님이 응대도 빠르게 해주셔서 만족합니다.,"[5.8150506019592285, -2.646376609802246, -3.2825701236724854]"
0,2,1,116,"[0.17004887759685516, 0.17029249668121338, 0.16568569839000702]",처음엔 블랙 마스크 안에 하얀색 필터라 조금 화장품 묻을것도 걱정 되고 했는데~ 사용하다보니 오히려 안에 필터 소재가 착용감도 좋고~ 트러블도 없는거 같아서 좋아요~ 잘 사용중입니다! 다 쓰면 재구매 할게요~,"[1.4602307081222534, 1.552859902381897, -3.688601016998291]"
1,2,0,116,"[0.17818711698055267, 0.1589065045118332, 0.14772076904773712]",너무 잘 먹는데요? ㅎ아무거나 막 잘 먹는 아이는 아니라 조금 걱정했는데 맛있나봐요ㅎ개별포장이라서 위생적으로 먹일 수 있어서 좋고 휴대하기 좋아요~ 요즘 좀 걱정되었었는데 성분도 좋은지라 꾸준히 먹여보려구요.,"[6.034881114959717, -3.44382381439209, -2.565714120864868]"
1,2,0,117,"[0.1603735089302063, 0.14893051981925964, 0.14751549065113068]","노령견인데 액상형캡슐제품 먹이다 간식에 섞어줘도안먹으려고해서 검색후 구매했어요
근데 너무 끈적거려서 이빨에 붙나  조금 먹더니 안먹네요ㅠ  억지로 안먹여도 되는 제품 찾다 기대하면서 구매했는데  아쉽습니다ㅜㅜ","[6.124571323394775, -3.5590319633483887, -2.3811309337615967]"
1,2,0,119,"[0.15898935496807098, 0.15981361269950867, 0.15675963461399078]","향이 되게 고소하네요 한알 먹여봤는데 잘먹어요
잘부셔지는 느낌이라 관리를 잘해야할꺼같아요
샘플로 주신 사료들도 유통기한길어서 좋네요 2개가 한달 지났긴하지만 나머진 1년 넘어요
잘먹어서 추가 구매 하고 싶네요","[6.084466457366943, -3.550682306289673, -2.468569755554199]"
1,2,0,116,"[0.16737301647663116, 0.15718264877796173, 0.1580524891614914]","한 달 사용 리뷰를 쓰러 왔습니다:) 우선 아이가 조금 까다로운 입맛을 가지고 있는데, 눈물 싹싹은 정말 싹싹 비워서 너무 좋네요ㅎㅎ기호성도 좋은 거 같고, 눈물 자국도 조금 덜해지는 거 같아서 만족합니다^^","[6.04812479019165, -3.7526135444641113, -2.18415904045105]"
1,2,0,116,"[0.16674473881721497, 0.15329444408416748, 0.1658836007118225]",제품이야 말할것도 없이 좋은데 색상이 스모크블루가 아님. 에어리블루보다 조금  더 진한색. 네이비 비슷할 줄 알았는데 화면보다 너무 밝아요. 원하던 색이 아니네요 ㅠㅠ 그래도 성능이 좋아서 대체로 만족합니다.,"[6.074055194854736, -3.550050735473633, -2.2504258155822754]"
1,2,0,117,"[0.16789256036281586, 0.15509507060050964, 0.18598897755146027]","꼼꼼하게 포장되어 빠르게 배송되었어요 :)
다이어트 때문에 주문했는데... 맛있어서 계속 먹고 있네요...^^ 다 먹고 또 주문할께용 엄마두 아빠두 저희집 강아지도 맛있다고 자꾸 달라구 하네욤 💧
감사합니다","[6.1338934898376465, -3.288999080657959, -2.7603845596313477]"
1,2,0,122,"[0.1894911229610443, 0.15742632746696472, 0.16003093123435974]","남편의 간식으로 매일 끼니때마다
챙겨먹는 찐고구마 일부러 큰걸로
주문했다
왜냐하면 하루에 먹을양을 미리 준비해서
담아놓는데 크기가 작은 고구마는 여러개
껍질일 까야해서 번거로우니까 . .
맛도 달고 만족합니다","[6.069369316101074, -3.6296863555908203, -2.3701202869415283]"
